,Text,label
2400,great for the jawbone,0
927,five people taking part in a discussion on a stage,0
2277,this is not a flute it is a crime,0
1843,where did he get the title,1
1787,four construction worker standing by a concrete machine,0
1282,what are the word to my way written by,1
4685,how much money wa the minimum wage in,1
2635,who wa the supreme god of germanic religion,1
1857,a smiling woman with dark hair is about to play laser tag with a group of people,0
7662,how did get there name,1
1453,three cowboy on horse work together to rope a calf,0
35,what do mormon believe,1
5194,what book feature gimli a a central character,1
2628,the battery is completely useless to me,0
2475,what wa the name of the policy forced on china by which all nation had equal trading right,1
3782,they could be used a exemplar for any set designer,0
3433,a they say in canada this is the fun game aye,0
6375,what is the purpose of the sysrq key on my computer keyboard,1
4214,how many square foot is home,1
444,what doe inuit and eskimo mean,1
7333,what are the four railway in monopoly,1
1372,what is a fear of disease,1
1964,a child dressed a a ninja is jumping through the air under a large tree,0
1907,what book is about a black preacher who lead a slave revolt,1
4454,abbr exp what doe ibm stand for,1
5456,how many variety of apple are there,1
1783,who penned neither a borrower nor a lender be,1
4234,name of scholar on whose literal translation from the chinese and japanese depended,1
6766,what is design,1
7515,what wa the name of the computer in a space odyssey,1
7691,who wa the accused in the trial of the century which opened janurary 1,1
1127,when wa the slinky invented,1
256,what instrument is best known for playing,1
2950,it a total package,0
3299,terrible phone holder,0
4724,what female painter produced primitive of rural new england life,1
4275,in did the bounty mutiny happen,1
1630,what is the largest lake in north america,1
4432,how many are there on a trivial pursuit game board,1
5126,how doe an ion drive work,1
1779,what country are you in if you woo in the dialect,1
1254,a young little girl in a dress stand and admires a creek,0
7818,what do river otter eat,1
1475,a woman discus something with a older man at a table outside a restaurant,0
348,an asian man in an orange jacket carry a high stack of box,0
2406,needle to say i wasted my money,0
3698,i recommend this for everyone who love film movie anything a work of art,0
273,who wa the lead actress in the movie sleepless in seattle,1
8323,what is the name of the game that play,1
3468,and quite honestly often it not very good,0
5408,loc state what are all the southern state of the united state,1
4261,for what reason did some san diego school stop serving apple,1
4418,what mystery writer penned the glory that wa greece and the grandeur that wa rome,1
3502,too politically correct,0
2600,what is the address for the main government office in rome italy,1
3303,not nearly a good looking a the amazon picture make it look,0
1618,a group of people are sitting together at a picnic table,0
607,what is the amish religion,1
531,one man and one boy looking into a tent with a blue blanket in it,0
156,what two south american country do border brazil,1
2105,what is spaceball played on,1
4890,what is a neurosurgeon,1
2370,which produce the longer sperm an elephant or a mouse,1
6828,what director portrayed the commandant of the pow camp in stalag 17,1
5959,what bay sparkle next to miami florida,1
1501,what wa the specie of winnie the pooh,1
4815,what is diving,1
1549,asian man sleep under a newspaper while sitting in a lawn chair,0
5546,what doe caliente mean in english,1
2444,who in their right mind is gon na buy this battery,0
849,what is the smallest country in africa,1
5061,what the capital of iowa,1
7474,what is the name of the gulf between sweden and finland,1
1178,what day is,1
2295,this is not a goat it is a dupe,0
6755,where doe dew come from,1
3923,from here on the widmark character turn unintentionally comical,0
2217,this is not a trout it is a perch,0
2396,this is not radio it is a tape,0
4662,what is a fear of gravity,1
1743,what is a devo hat,1
2744,is terrible and full of static,0
3384,you also can not take picture with it in the case because the lense is covered,0
2305,whose image is alleged to be on the shroud of turin,1
2671,what is the biggest thing human have made,1
5023,what is a fear of cloud,1
7960,how many member of a family could be drafted in the military during world war ii,1
3626,why did several san diego school stop serving apple to student,1
4082,how many syllable are there in a line of hendecasyllabic poetry,1
8341,what is probability theory,1
201,a man dressed in red dive for a shuttlecock with a racket on a court,0
2236,what is the difference between pop music and rock and roll,1
1542,who shot and killed himself while painting wheatfield with crow,1
2864,no buyer remorse on this,0
4811,how many cubic foot of space doe a gallon of water occupy,1
2407,what a waste of money and time,0
1869,where can i find the lyric for the song getting married today from the musical company,1
6291,why is the word abbreviation so long,1
1811,how many cubic foot of space doe a gallon of water occupy,1
7808,who is the richest woman in the world,1
3893,when wa the san francisco fire,1
8191,what cathedral wa murdered in,1
4770,how many disk doe each player have in a game of crokinole,1
315,a black dog splash in the water,0
2380,what is,1
7703,what wa doing to earn 1 000 in,1
6168,who wa the last president to reinstate selective service registration,1
3200,brother,1
6518,what two vegetable are combined in succotash,1
3995,how do you look up criminal record on the internet,1
2300,what is the name for cloud that produce rain,1
3341,what is address,1
6406,what did invent for aviator in,1
1186,several people are riding bicycle on a brick pathway,0
5392,what product help the hurt stop hurting,1
2217,what country after canada and mexico is closest to the,1
6579,what is a philanthropist,1
1718,a young girl in a striped shirt wear a bowl on her head,0
5504,what is the chemical reactivity of helium,1
687,what is a fear of parasite,1
3767,it did make me scared horrified or make me sympathetic towards the character it wa simply annoying,0
2186,this is not a castle it is a bungalow,0
